value_rank,domain,word,length,google_20k_rank
1816,meta.ai,meta,4,5165
1817,mint.ai,mint,4,5177
1818,spin.ai,spin,4,5184
1819,wash.ai,wash,4,5204
1820,corp.ai,corp,4,5246
1821,soap.ai,soap,4,5253
1822,axis.ai,axis,4,5277
1823,hero.ai,hero,4,5294
1824,punk.ai,punk,4,5312
1825,duke.ai,duke,4,5318
1826,pace.ai,pace,4,5321
1827,wage.ai,wage,4,5323
1828,dawn.ai,dawn,4,5334
1829,carl.ai,carl,4,5339
1830,coat.ai,coat,4,5341
1831,doll.ai,doll,4,5390
1832,reed.ai,reed,4,5418
1833,mice.ai,mice,4,5424
1834,temp.ai,temp,4,5430
1835,vast.ai,vast,4,5438
1836,wrap.ai,wrap,4,5452
1837,mood.ai,mood,4,5454
1838,quiz.ai,quiz,4,5457
1839,beam.ai,beam,4,5471
1840,tops.ai,tops,4,5482
1841,shut.ai,shut,4,5505
1842,thou.ai,thou,4,5514
1843,mask.ai,mask,4,5519
1844,coal.ai,coal,4,5528
1845,lion.ai,lion,4,5552
1846,beef.ai,beef,4,5584
1847,surf.ai,surf,4,5601
1848,hook.ai,hook,4,5613
1849,cord.ai,cord,4,5619
1850,crop.ai,crop,4,5648
1851,lite.ai,lite,4,5664
1852,sing.ai,sing,4,5694
1853,damn.ai,damn,4,5728
1854,hood.ai,hood,4,5740
1855,fame.ai,fame,4,5756
1856,ruby.ai,ruby,4,5813
1857,stem.ai,stem,4,5836
1858,drew.ai,drew,4,5843
1859,tune.ai,tune,4,5858
1860,corn.ai,corn,4,5861
1861,grew.ai,grew,4,5871
1862,trek.ai,trek,4,5880
1863,brad.ai,brad,4,5924
1864,jury.ai,jury,4,5934
1865,tail.ai,tail,4,5936
1866,lawn.ai,lawn,4,5939
1867,soup.ai,soup,4,5944
1868,nose.ai,nose,4,5959
1869,trim.ai,trim,4,5998
1870,quit.ai,quit,4,6027
1871,lung.ai,lung,4,6030
1872,bull.ai,bull,4,6069
1873,cole.ai,cole,4,6083
1874,mart.ai,mart,4,6084
1875,tale.ai,tale,4,6089
1876,coin.ai,coin,4,6131
1877,fake.ai,fake,4,6134
1878,cure.ai,cure,4,6143
1879,arch.ai,arch,4,6146
1880,bomb.ai,bomb,4,6158
1881,harm.ai,harm,4,6159
1882,deer.ai,deer,4,6175
1883,oven.ai,oven,4,6214
1884,noon.ai,noon,4,6222
1885,piss.ai,piss,4,6262
1886,mate.ai,mate,4,6294
1887,chef.ai,chef,4,6304
1888,isle.ai,isle,4,6308
1889,slim.ai,slim,4,6310
1890,luke.ai,luke,4,6312
1891,pete.ai,pete,4,6330
1892,spec.ai,spec,4,6331
1893,tied.ai,tied,4,6357
1894,dale.ai,dale,4,6370
1895,boob.ai,boob,4,6376
1896,sept.ai,sept,4,6384
1897,unto.ai,unto,4,6391
1898,stud.ai,stud,4,6422
1899,fold.ai,fold,4,6423
1900,slut.ai,slut,4,6438
1901,pole.ai,pole,4,6483
1902,bend.ai,bend,4,6506
1903,glen.ai,glen,4,6523
1904,pond.ai,pond,4,6565
1905,tire.ai,tire,4,6587
1906,chad.ai,chad,4,6592
1907,josh.ai,josh,4,6606
1908,drag.ai,drag,4,6613
1909,ripe.ai,ripe,4,6621
1910,rely.ai,rely,4,6623
1911,nail.ai,nail,4,6667
1912,span.ai,span,4,6671
1913,joke.ai,joke,4,6675
1914,foam.ai,foam,4,6742
1915,poem.ai,poem,4,6752
1916,bean.ai,bean,4,6791
1917,bias.ai,bias,4,6805
1918,swim.ai,swim,4,6845
1919,loud.ai,loud,4,6888
1920,bios.ai,bios,4,6929
1921,thee.ai,thee,4,6944
1922,ruth.ai,ruth,4,6946
1923,pray.ai,pray,4,6947
1924,pope.ai,pope,4,6950
1925,jeep.ai,jeep,4,6957
1926,bare.ai,bare,4,6959
1927,hung.ai,hung,4,6960
1928,mono.ai,mono,4,6979
1929,tile.ai,tile,4,6983
1930,knee.ai,knee,4,7034
1931,prep.ai,prep,4,7035
1932,cant.ai,cant,4,7071
1933,duck.ai,duck,4,7123
1934,dive.ai,dive,4,7140
1935,raid.ai,raid,4,7170
1936,volt.ai,volt,4,7173
1937,dirt.ai,dirt,4,7182
1938,geek.ai,geek,4,7223
1939,sink.ai,sink,4,7229
1940,grip.ai,grip,4,7245
1941,watt.ai,watt,4,7254
1942,polo.ai,polo,4,7276
1943,horn.ai,horn,4,7283
1944,frog.ai,frog,4,7293
1945,snap.ai,snap,4,7321
1946,swap.ai,swap,4,7346
1947,flip.ai,flip,4,7356
1948,buzz.ai,buzz,4,7378
1949,nuke.ai,nuke,4,7380
1950,boom.ai,boom,4,7386
1951,calm.ai,calm,4,7387
1952,fork.ai,fork,4,7405
1953,troy.ai,troy,4,7406
1954,tray.ai,tray,4,7455
1955,sage.ai,sage,4,7471
1956,cave.ai,cave,4,7512
1957,wool.ai,wool,4,7520
1958,eyed.ai,eyed,4,7549
1959,grab.ai,grab,4,7552
1960,trap.ai,trap,4,7583
1961,fool.ai,fool,4,7585
1962,jail.ai,jail,4,7628
1963,lace.ai,lace,4,7682
1964,ugly.ai,ugly,4,7689
1965,hart.ai,hart,4,7698
1966,poly.ai,poly,4,7762
1967,fist.ai,fist,4,7766
1968,mere.ai,mere,4,7775
1969,taxi.ai,taxi,4,7789
1970,worn.ai,worn,4,7827
1971,shaw.ai,shaw,4,7829
1972,deny.ai,deny,4,7851
1973,bali.ai,bali,4,7853
1974,trio.ai,trio,4,7858
1975,cube.ai,cube,4,7860
1976,crap.ai,crap,4,7887
1977,fate.ai,fate,4,7888
1978,oval.ai,oval,4,7926
1979,soma.ai,soma,4,7929
1980,tier.ai,tier,4,7952
1981,earl.ai,earl,4,7954
1982,cite.ai,cite,4,7982
1983,mess.ai,mess,4,8009
1984,rope.ai,rope,4,8050
1985,dump.ai,dump,4,8056
1986,hose.ai,hose,4,8080
1987,mild.ai,mild,4,8164
1988,clan.ai,clan,4,8182
1989,sync.ai,sync,4,8188
1990,mesa.ai,mesa,4,8191
1991,hull.ai,hull,4,8226
1992,shed.ai,shed,4,8245
1993,memo.ai,memo,4,8249
1994,tide.ai,tide,4,8252
1995,funk.ai,funk,4,8260
1996,reel.ai,reel,4,8268
1997,wang.ai,wang,4,8272
1998,bind.ai,bind,4,8275
1999,rand.ai,rand,4,8277
2000,buck.ai,buck,4,8285
2001,acre.ai,acre,4,8295
2002,aqua.ai,aqua,4,8304
2003,emma.ai,emma,4,8306
2004,pest.ai,pest,4,8315
2005,reef.ai,reef,4,8326
2006,beth.ai,beth,4,8349
2007,sofa.ai,sofa,4,8365
2008,tent.ai,tent,4,8402
2009,hack.ai,hack,4,8412
2010,dare.ai,dare,4,8413
2011,hawk.ai,hawk,4,8418
2012,lamb.ai,lamb,4,8427
2013,junk.ai,junk,4,8472
2014,lucy.ai,lucy,4,8475
2015,poet.ai,poet,4,8482
2016,epic.ai,epic,4,8491
2017,sake.ai,sake,4,8496
2018,sans.ai,sans,4,8517
2019,lean.ai,lean,4,8525
2020,dude.ai,dude,4,8538
2021,alto.ai,alto,4,8566
2022,gore.ai,gore,4,8584
2023,cult.ai,cult,4,8586
2024,dash.ai,dash,4,8587
2025,cage.ai,cage,4,8591
2026,jake.ai,jake,4,8612
2027,ping.ai,ping,4,8616
2028,flux.ai,flux,4,8630
2029,rage.ai,rage,4,8658
2030,walt.ai,walt,4,8707
2031,acne.ai,acne,4,8712
2032,undo.ai,undo,4,8719
2033,halo.ai,halo,4,8728
2034,yale.ai,yale,4,8824
2035,doom.ai,doom,4,8838
2036,bite.ai,bite,4,8848
2037,myth.ai,myth,4,8854
2038,weed.ai,weed,4,8871
2039,dice.ai,dice,4,8892
2040,quad.ai,quad,4,8896
2041,dock.ai,dock,4,8897
2042,hint.ai,hint,4,8915
2043,pork.ai,pork,4,8947
2044,barn.ai,barn,4,8966
2045,fare.ai,fare,4,8972
2046,bald.ai,bald,4,8981
2047,fuji.ai,fuji,4,8984
2048,mold.ai,mold,4,8988
2049,dame.ai,dame,4,8989
2050,herb.ai,herb,4,8997
2051,idle.ai,idle,4,9013
2052,cove.ai,cove,4,9060
2053,flex.ai,flex,4,9114
2054,hash.ai,hash,4,9121
2055,lazy.ai,lazy,4,9125
2056,worm.ai,worm,4,9158
2057,deaf.ai,deaf,4,9167
2058,blah.ai,blah,4,9189
2059,mime.ai,mime,4,9190
2060,keen.ai,keen,4,9217
2061,zinc.ai,zinc,4,9279
2062,guru.ai,guru,4,9282
2063,levy.ai,levy,4,9288
2064,grad.ai,grad,4,9296
2065,kyle.ai,kyle,4,9314
2066,pale.ai,pale,4,9332
2067,tear.ai,tear,4,9356
2068,nest.ai,nest,4,9369
2069,gale.ai,gale,4,9384
2070,idol.ai,idol,4,9404
2071,moss.ai,moss,4,9451
2072,cork.ai,cork,4,9466
2073,mali.ai,mali,4,9472
2074,dome.ai,dome,4,9488
2075,heel.ai,heel,4,9509
2076,yang.ai,yang,4,9514
2077,dumb.ai,dumb,4,9564
2078,feat.ai,feat,4,9611
2079,glow.ai,glow,4,9651
2080,norm.ai,norm,4,9684
2081,ware.ai,ware,4,9696
2082,jade.ai,jade,4,9715
2083,foul.ai,foul,4,9718
2084,keno.ai,keno,4,9719
2085,pose.ai,pose,4,9747
2086,goat.ai,goat,4,9758
2087,sail.ai,sail,4,9767
2088,bolt.ai,bolt,4,9798
2089,gage.ai,gage,4,9799
2090,urge.ai,urge,4,9811
2091,neon.ai,neon,4,9823
2092,ours.ai,ours,4,9828
2093,lone.ai,lone,4,9832
2094,cope.ai,cope,4,9848
2095,lime.ai,lime,4,9855
2096,kirk.ai,kirk,4,9856
2097,bool.ai,bool,4,9860
2098,yarn.ai,yarn,4,9931
2099,knit.ai,knit,4,9932
2100,pike.ai,pike,4,9961
2101,bent.ai,bent,4,9985
2102,coil.ai,coil,4,10074
2103,lily.ai,lily,4,10111
2104,rita.ai,rita,4,10128
2105,joey.ai,joey,4,10151
2106,tilt.ai,tilt,4,10154
2107,bead.ai,bead,4,10165
2108,leak.ai,leak,4,10170
2109,bulb.ai,bulb,4,10223
2110,iris.ai,iris,4,10230
2111,bach.ai,bach,4,10235
2112,khan.ai,khan,4,10241
2113,stir.ai,stir,4,10284
2114,pile.ai,pile,4,10302
2115,wade.ai,wade,4,10339
2116,pony.ai,pony,4,10362
2117,leap.ai,leap,4,10365
2118,swan.ai,swan,4,10368
2119,scat.ai,scat,4,10417
2120,bash.ai,bash,4,10441
2121,neat.ai,neat,4,10534
2122,cest.ai,cest,4,10577
2123,bump.ai,bump,4,10588
2124,aunt.ai,aunt,4,10627
2125,crow.ai,crow,4,10629
2126,gram.ai,gram,4,10679
2127,bust.ai,bust,4,10713
2128,cola.ai,cola,4,10737
2129,foil.ai,foil,4,10816
2130,tick.ai,tick,4,10852
2131,glue.ai,glue,4,10882
2132,cone.ai,cone,4,10885
2133,ramp.ai,ramp,4,10970
2134,pear.ai,pear,4,11048
2135,clue.ai,clue,4,11057
2136,duff.ai,duff,4,11059
2137,scam.ai,scam,4,11065
2138,beck.ai,beck,4,11086
2139,coli.ai,coli,4,11099
2140,tome.ai,tome,4,11107
2141,prof.ai,prof,4,11108
2142,hath.ai,hath,4,11134
2143,prop.ai,prop,4,11150
2144,maid.ai,maid,4,11169
2145,wong.ai,wong,4,11212
2146,maya.ai,maya,4,11224
2147,fest.ai,fest,4,11246
2148,deed.ai,deed,4,11252
2149,papa.ai,papa,4,11309
2150,seth.ai,seth,4,11326
2151,warn.ai,warn,4,11327
2152,clit.ai,clit,4,11329
2153,peso.ai,peso,4,11345
2154,vent.ai,vent,4,11371
2155,vase.ai,vase,4,11425
2156,vera.ai,vera,4,11464
2157,napa.ai,napa,4,11476
2158,homo.ai,homo,4,11484
2159,pier.ai,pier,4,11485
2160,cote.ai,cote,4,11488
2161,saga.ai,saga,4,11507
2162,lisp.ai,lisp,4,11581
2163,chin.ai,chin,4,11611
2164,wont.ai,wont,4,11625
2165,soda.ai,soda,4,11693
2166,tomb.ai,tomb,4,11772
2167,pulp.ai,pulp,4,11825
2168,slam.ai,slam,4,11841
2169,crib.ai,crib,4,11850
2170,coca.ai,coca,4,11867
2171,noun.ai,noun,4,11875
2172,tara.ai,tara,4,11884
2173,crab.ai,crab,4,11896
2174,hike.ai,hike,4,11903
2175,bore.ai,bore,4,11904
2176,peel.ai,peel,4,11929
2177,bake.ai,bake,4,11973
2178,heal.ai,heal,4,11997
2179,tote.ai,tote,4,12016
2180,alfa.ai,alfa,4,12022
2181,sour.ai,sour,4,12027
2182,sock.ai,sock,4,12043
2183,bail.ai,bail,4,12064
2184,mist.ai,mist,4,12091
2185,verb.ai,verb,4,12094
2186,chic.ai,chic,4,12096
2187,vest.ai,vest,4,12115
2188,neal.ai,neal,4,12116
2189,puma.ai,puma,4,12148
2190,rant.ai,rant,4,12175
2191,gill.ai,gill,4,12197
2192,rude.ai,rude,4,12199
2193,sang.ai,sang,4,12200
2194,curl.ai,curl,4,12222
2195,vine.ai,vine,4,12259
2196,vale.ai,vale,4,12260
2197,limo.ai,limo,4,12295
2198,rust.ai,rust,4,12299
2199,nash.ai,nash,4,12313
2200,avid.ai,avid,4,12315
2201,carr.ai,carr,4,12335
2202,fade.ai,fade,4,12336
2203,monk.ai,monk,4,12377
2204,pooh.ai,pooh,4,12406
2205,torn.ai,torn,4,12416
2206,heck.ai,heck,4,12434
2207,bark.ai,bark,4,12440
2208,lynx.ai,lynx,4,12448
2209,odor.ai,odor,4,12497
2210,flew.ai,flew,4,12510
2211,apex.ai,apex,4,12535
2212,curb.ai,curb,4,12551
2213,coke.ai,coke,4,12559
2214,prod.ai,prod,4,12576
2215,cane.ai,cane,4,12583
2216,fury.ai,fury,4,12585
2217,wore.ai,wore,4,12593
2218,cern.ai,cern,4,12652
2219,lori.ai,lori,4,12689
2220,plea.ai,plea,4,12702
2221,prey.ai,prey,4,12727
2222,lick.ai,lick,4,12751
2223,ness.ai,ness,4,12757
2224,whip.ai,whip,4,12767
2225,prog.ai,prog,4,12886
2226,bout.ai,bout,4,12920
2227,hank.ai,hank,4,12927
2228,fond.ai,fond,4,12984
2229,sore.ai,sore,4,12985
2230,fiat.ai,fiat,4,12987
2231,noel.ai,noel,4,13005
2232,aide.ai,aide,4,13038
2233,lieu.ai,lieu,4,13052
2234,ibid.ai,ibid,4,13083
2235,noir.ai,noir,4,13114
2236,knob.ai,knob,4,13125
2237,dove.ai,dove,4,13180
2238,coll.ai,coll,4,13200
2239,mack.ai,mack,4,13210
2240,sung.ai,sung,4,13212
2241,ally.ai,ally,4,13251
2242,kung.ai,kung,4,13255
2243,alma.ai,alma,4,13267
2244,holt.ai,holt,4,13274
2245,dull.ai,dull,4,13293
2246,bees.ai,bees,4,13339
2247,sigh.ai,sigh,4,13389
2248,mock.ai,mock,4,13413
2249,bats.ai,bats,4,13415
2250,melt.ai,melt,4,13436
2251,pant.ai,pant,4,13474
2252,rite.ai,rite,4,13504
2253,alba.ai,alba,4,13510
2254,dong.ai,dong,4,13518
2255,turf.ai,turf,4,13527
2256,berg.ai,berg,4,13546
2257,muse.ai,muse,4,13550
2258,lust.ai,lust,4,13567
2259,luna.ai,luna,4,13577
2260,lien.ai,lien,4,13616
2261,vein.ai,vein,4,13624
2262,hale.ai,hale,4,13626
2263,tiff.ai,tiff,4,13694
2264,bait.ai,bait,4,13704
2265,dent.ai,dent,4,13712
2266,lame.ai,lame,4,13785
2267,soho.ai,soho,4,13794
2268,fuse.ai,fuse,4,13828
2269,amid.ai,amid,4,13835
2270,knot.ai,knot,4,13874
2271,acta.ai,acta,4,13880
2272,yuan.ai,yuan,4,13886
2273,tate.ai,tate,4,13893
2274,coop.ai,coop,4,13897
2275,plum.ai,plum,4,13932
2276,loft.ai,loft,4,13935
2277,lump.ai,lump,4,13952
2278,halt.ai,halt,4,13959
2279,aero.ai,aero,4,13983
2280,bury.ai,bury,4,13987
2281,duct.ai,duct,4,14013
2282,lend.ai,lend,4,14025
2283,polk.ai,polk,4,14141
2284,gown.ai,gown,4,14156
2285,ruin.ai,ruin,4,14164
2286,otto.ai,otto,4,14203
2287,tuna.ai,tuna,4,14257
2288,wipe.ai,wipe,4,14260
2289,haul.ai,haul,4,14302
2290,duly.ai,duly,4,14307
2291,mick.ai,mick,4,14314
2292,obey.ai,obey,4,14320
2293,mare.ai,mare,4,14334
2294,kite.ai,kite,4,14356
2295,heap.ai,heap,4,14364
2296,eats.ai,eats,4,14389
2297,flea.ai,flea,4,14392
2298,hail.ai,hail,4,14400
2299,indy.ai,indy,4,14421
2300,herd.ai,herd,4,14443
2301,calf.ai,calf,4,14504
2302,rave.ai,rave,4,14532
2303,jerk.ai,jerk,4,14556
2304,bose.ai,bose,4,14563
2305,flap.ai,flap,4,14613
2306,diva.ai,diva,4,14668
2307,taps.ai,taps,4,14708
2308,oath.ai,oath,4,14725
2309,gala.ai,gala,4,14741
2310,tang.ai,tang,4,14786
2311,riot.ai,riot,4,14795
2312,ming.ai,ming,4,14816
2313,quot.ai,quot,4,14818
2314,lush.ai,lush,4,14822
2315,grim.ai,grim,4,14856
2316,flop.ai,flop,4,14866
2317,toss.ai,toss,4,14874
2318,pity.ai,pity,4,14886
2319,woke.ai,woke,4,14925
2320,cuff.ai,cuff,4,14945
2321,reps.ai,reps,4,14951
2322,eddy.ai,eddy,4,15038
2323,colt.ai,colt,4,15081
2324,cond.ai,cond,4,15112
2325,hunk.ai,hunk,4,15156
2326,chap.ai,chap,4,15162
2327,tele.ai,tele,4,15170
2328,harp.ai,harp,4,15185
2329,tack.ai,tack,4,15194
2330,sack.ai,sack,4,15199
2331,peek.ai,peek,4,15218
2332,toby.ai,toby,4,15329
2333,axle.ai,axle,4,15373
2334,opal.ai,opal,4,15412
2335,toon.ai,toon,4,15416
2336,viva.ai,viva,4,15450
2337,howe.ai,howe,4,15455
2338,lava.ai,lava,4,15461
2339,vail.ai,vail,4,15484
2340,envy.ai,envy,4,15492
2341,shah.ai,shah,4,15522
2342,stag.ai,stag,4,15599
2343,rash.ai,rash,4,15603
2344,boil.ai,boil,4,15633
2345,vain.ai,vain,4,15690
2346,maze.ai,maze,4,15697
2347,rode.ai,rode,4,15710
2348,amen.ai,amen,4,15711
2349,warp.ai,warp,4,15716
2350,zeta.ai,zeta,4,15741
2351,brew.ai,brew,4,15792
2352,kern.ai,kern,4,15794
2353,coup.ai,coup,4,15796
2354,cass.ai,cass,4,15806
2355,fore.ai,fore,4,15813
2356,limb.ai,limb,4,15891
2357,limp.ai,limp,4,15920
2358,mute.ai,mute,4,15923
2359,dart.ai,dart,4,15944
2360,robe.ai,robe,4,15950
2361,mast.ai,mast,4,15982
2362,cozy.ai,cozy,4,15998
2363,comb.ai,comb,4,16013
2364,alas.ai,alas,4,16037
2365,chop.ai,chop,4,16064
2366,onyx.ai,onyx,4,16067
2367,hoop.ai,hoop,4,16083
2368,nope.ai,nope,4,16112
2369,dire.ai,dire,4,16120
2370,gull.ai,gull,4,16122
2371,sion.ai,sion,4,16152
2372,brit.ai,brit,4,16161
2373,shin.ai,shin,4,16173
2374,flaw.ai,flaw,4,16176
2375,pane.ai,pane,4,16196
2376,anon.ai,anon,4,16238
2377,barb.ai,barb,4,16286
2378,aura.ai,aura,4,16299
2379,sect.ai,sect,4,16305
2380,nous.ai,nous,4,16315
2381,mole.ai,mole,4,16328
2382,buff.ai,buff,4,16338
2383,clad.ai,clad,4,16356
2384,fled.ai,fled,4,16368
2385,elle.ai,elle,4,16376
2386,prob.ai,prob,4,16437
2387,lied.ai,lied,4,16507
2388,bloc.ai,bloc,4,16510
2389,pimp.ai,pimp,4,16587
2390,gimp.ai,gimp,4,16589
2391,hemp.ai,hemp,4,16591
2392,burt.ai,burt,4,16616
2393,inks.ai,inks,4,16625
2394,wink.ai,wink,4,16626
2395,fife.ai,fife,4,16645
2396,stub.ai,stub,4,16651
2397,tort.ai,tort,4,16662
2398,conn.ai,conn,4,16715
2399,spur.ai,spur,4,16720
2400,sith.ai,sith,4,16724
2401,pact.ai,pact,4,16757
2402,lulu.ai,lulu,4,16761
2403,vita.ai,vita,4,16775
2404,ibis.ai,ibis,4,16847
2405,coed.ai,coed,4,16863
2406,mule.ai,mule,4,16865
2407,kiwi.ai,kiwi,4,16870
2408,duel.ai,duel,4,16880
2409,mead.ai,mead,4,16910
2410,gong.ai,gong,4,16914
2411,gaze.ai,gaze,4,16957
2412,hulk.ai,hulk,4,16989
2413,cyan.ai,cyan,4,16991
2414,axes.ai,axes,4,17045
2415,haze.ai,haze,4,17051
2416,tuck.ai,tuck,4,17078
2417,slab.ai,slab,4,17080
2418,lure.ai,lure,4,17081
2419,ling.ai,ling,4,17089
2420,hers.ai,hers,4,17169
2421,grin.ai,grin,4,17170
2422,spit.ai,spit,4,17186
2423,acme.ai,acme,4,17225
2424,rove.ai,rove,4,17234
2425,chow.ai,chow,4,17260
2426,aria.ai,aria,4,17288
2427,dirk.ai,dirk,4,17299
2428,scar.ai,scar,4,17323
2429,dorm.ai,dorm,4,17348
2430,roxy.ai,roxy,4,17391
2431,demi.ai,demi,4,17401
2432,cain.ai,cain,4,17430
2433,coco.ai,coco,4,17437
2434,dine.ai,dine,4,17463
2435,slap.ai,slap,4,17484
2436,amor.ai,amor,4,17517
2437,kona.ai,kona,4,17543
2438,ante.ai,ante,4,17553
2439,bred.ai,bred,4,17567
2440,shea.ai,shea,4,17588
2441,tout.ai,tout,4,17634
2442,hare.ai,hare,4,17651
2443,plat.ai,plat,4,17673
2444,tory.ai,tory,4,17702
2445,veil.ai,veil,4,17738
2446,peck.ai,peck,4,17739
2447,helm.ai,helm,4,17747
2448,jess.ai,jess,4,17761
2449,chew.ai,chew,4,17819
2450,teak.ai,teak,4,17820
2451,sane.ai,sane,4,17865
2452,dune.ai,dune,4,17920
2453,mana.ai,mana,4,17965
2454,lest.ai,lest,4,17966
2455,blur.ai,blur,4,17984
2456,punt.ai,punt,4,17989
2457,mojo.ai,mojo,4,18023
2458,dime.ai,dime,4,18055
2459,carp.ai,carp,4,18069
2460,dusk.ai,dusk,4,18076
2461,lent.ai,lent,4,18094
2462,aloe.ai,aloe,4,18099
2463,puff.ai,puff,4,18108
2464,claw.ai,claw,4,18150
2465,tyre.ai,tyre,4,18160
2466,wand.ai,wand,4,18165
2467,weld.ai,weld,4,18184
2468,writ.ai,writ,4,18188
2469,typo.ai,typo,4,18199
2470,damp.ai,damp,4,18220
2471,fern.ai,fern,4,18261
2472,lore.ai,lore,4,18268
2473,nach.ai,nach,4,18284
2474,quan.ai,quan,4,18295
2475,arid.ai,arid,4,18314
2476,mona.ai,mona,4,18319
2477,jive.ai,jive,4,18350
2478,spun.ai,spun,4,18357
2479,loch.ai,loch,4,18361
2480,balm.ai,balm,4,18381
2481,chit.ai,chit,4,18389
2482,drip.ai,drip,4,18398
2483,pint.ai,pint,4,18535
2484,liar.ai,liar,4,18567
2485,opus.ai,opus,4,18576
2486,mage.ai,mage,4,18588
2487,teal.ai,teal,4,18672
2488,bard.ai,bard,4,18736
2489,reap.ai,reap,4,18739
2490,tidy.ai,tidy,4,18848
2491,beau.ai,beau,4,18866
2492,rang.ai,rang,4,18890
2493,pong.ai,pong,4,18969
2494,soar.ai,soar,4,19126
2495,flee.ai,flee,4,19158
2496,stew.ai,stew,4,19223
2497,hush.ai,hush,4,19241
2498,lama.ai,lama,4,19252
2499,akin.ai,akin,4,19254
2500,soak.ai,soak,4,19340
2501,dade.ai,dade,4,19347
2502,baht.ai,baht,4,19350
2503,hymn.ai,hymn,4,19439
2504,quay.ai,quay,4,19448
2505,weir.ai,weir,4,19461
2506,dram.ai,dram,4,19508
2507,burr.ai,burr,4,19561
2508,slug.ai,slug,4,19589
2509,lira.ai,lira,4,19594
2510,sind.ai,sind,4,19625
2511,yell.ai,yell,4,19649
2512,rake.ai,rake,4,19657
2513,bunk.ai,bunk,4,19709
2514,stab.ai,stab,4,19711
2515,dyer.ai,dyer,4,19713
2516,dyke.ai,dyke,4,19733
2517,seam.ai,seam,4,19758
2518,omit.ai,omit,4,19766
2519,darn.ai,darn,4,19786
2520,resp.ai,resp,4,19825
2521,ammo.ai,ammo,4,19828
2522,linn.ai,linn,4,19831
2523,veto.ai,veto,4,19868
2524,bien.ai,bien,4,19879
2525,clam.ai,clam,4,19889
2526,alec.ai,alec,4,19931
2527,sire.ai,sire,4,19965
2528,ding.ai,ding,4,19969
2529,coma.ai,coma,4,19972
2530,thug.ai,thug,4,19988
2531,abac.ai,abac,4,
2532,abas.ai,abas,4,
2533,abed.ai,abed,4,
2534,abet.ai,abet,4,
2535,abey.ai,abey,4,
2536,abir.ai,abir,4,
2537,ably.ai,ably,4,
2538,abox.ai,abox,4,
2539,abut.ai,abut,4,
2540,acca.ai,acca,4,
2541,ache.ai,ache,4,
2542,achy.ai,achy,4,
2543,acle.ai,acle,4,
2544,acor.ai,acor,4,
2545,actu.ai,actu,4,
2546,acyl.ai,acyl,4,
2547,adad.ai,adad,4,
2548,adat.ai,adat,4,
2549,adaw.ai,adaw,4,
2550,aday.ai,aday,4,
2551,adda.ai,adda,4,
2552,adet.ai,adet,4,
2553,adit.ai,adit,4,
2554,admi.ai,admi,4,
2555,adry.ai,adry,4,
2556,adze.ai,adze,4,
2557,aeon.ai,aeon,4,
2558,aery.ai,aery,4,
2559,afar.ai,afar,4,
2560,affa.ai,affa,4,
2561,affy.ai,affy,4,
2562,agal.ai,agal,4,
2563,agar.ai,agar,4,
2564,agee.ai,agee,4,
2565,agen.ai,agen,4,
2566,ager.ai,ager,4,
2567,agha.ai,agha,4,
2568,agio.ai,agio,4,
2569,agla.ai,agla,4,
2570,agog.ai,agog,4,
2571,agon.ai,agon,4,
2572,agre.ai,agre,4,
2573,agua.ai,agua,4,
2574,ague.ai,ague,4,
2575,ahem.ai,ahem,4,
2576,ahey.ai,ahey,4,
2577,ahoy.ai,ahoy,4,
2578,ahum.ai,ahum,4,
2579,aiel.ai,aiel,4,
2580,aile.ai,aile,4,
2581,aint.ai,aint,4,
2582,aion.ai,aion,4,
2583,aire.ai,aire,4,
2584,airt.ai,airt,4,
2585,airy.ai,airy,4,
2586,ajar.ai,ajar,4,
2587,ajog.ai,ajog,4,
2588,akee.ai,akee,4,
2589,akey.ai,akey,4,
2590,akia.ai,akia,4,
2591,akov.ai,akov,4,
2592,akra.ai,akra,4,
2593,alar.ai,alar,4,
2594,albe.ai,albe,4,
2595,alco.ai,alco,4,
2596,alee.ai,alee,4,
2597,alef.ai,alef,4,
2598,alem.ai,alem,4,
2599,alen.ai,alen,4,
2600,alga.ai,alga,4,
2601,alif.ai,alif,4,
2602,alin.ai,alin,4,
2603,alit.ai,alit,4,
2604,alky.ai,alky,4,
2605,alme.ai,alme,4,
2606,alms.ai,alms,4,
2607,alod.ai,alod,4,
2608,alop.ai,alop,4,
2609,alow.ai,alow,4,
2610,alum.ai,alum,4,
2611,amah.ai,amah,4,
2612,amar.ai,amar,4,
2613,amba.ai,amba,4,
2614,ambo.ai,ambo,4,
2615,amic.ai,amic,4,
2616,amil.ai,amil,4,
2617,amin.ai,amin,4,
2618,amir.ai,amir,4,
2619,amla.ai,amla,4,
2620,amli.ai,amli,4,
2621,amma.ai,amma,4,
2622,ammu.ai,ammu,4,
2623,amok.ai,amok,4,
2624,amra.ai,amra,4,
2625,amyl.ai,amyl,4,
2626,anam.ai,anam,4,
2627,anan.ai,anan,4,
2628,anay.ai,anay,4,
2629,anba.ai,anba,4,
2630,anda.ai,anda,4,
2631,anes.ai,anes,4,
2632,anew.ai,anew,4,
2633,ango.ai,ango,4,
2634,anil.ai,anil,4,
2635,anis.ai,anis,4,
2636,ankh.ai,ankh,4,
2637,anoa.ai,anoa,4,
2638,ansa.ai,ansa,4,
