value_rank,domain,word,length,google_20k_rank,is_google_20k
1445,hourly.ai,hourly,6,7198,yes
1446,blame.ai,blame,5,7199,yes
1447,geneva.ai,geneva,6,7200,yes
1448,handed.ai,handed,6,7207,yes
1449,intake.ai,intake,6,7209,yes
1450,fifty.ai,fifty,5,7218,yes
1451,uncle.ai,uncle,5,7224,yes
1452,assure.ai,assure,6,7231,yes
1453,sodium.ai,sodium,6,7236,yes
1454,randy.ai,randy,5,7237,yes
1455,brick.ai,brick,5,7244,yes
1456,naval.ai,naval,5,7246,yes
1457,decent.ai,decent,6,7256,yes
1458,donna.ai,donna,5,7266,yes
1459,cabin.ai,cabin,5,7270,yes
1460,fired.ai,fired,5,7286,yes
1461,trivia.ai,trivia,6,7290,yes
1462,hazard.ai,hazard,6,7304,yes
1463,anger.ai,anger,5,7314,yes
1464,ribbon.ai,ribbon,6,7334,yes
1465,handy.ai,handy,5,7345,yes
1466,exempt.ai,exempt,6,7347,yes
1467,guild.ai,guild,5,7357,yes
1468,refuse.ai,refuse,6,7367,yes
1469,tribe.ai,tribe,5,7374,yes
1470,superb.ai,superb,6,7377,yes
1471,burton.ai,burton,6,7397,yes
1472,copied.ai,copied,6,7400,yes
1473,scotia.ai,scotia,6,7401,yes
1474,roller.ai,roller,6,7408,yes
1475,batch.ai,batch,5,7410,yes
1476,alter.ai,alter,5,7413,yes
1477,fitted.ai,fitted,6,7422,yes
1478,asthma.ai,asthma,6,7426,yes
1479,amend.ai,amend,5,7436,yes
1480,reward.ai,reward,6,7439,yes
1481,sprint.ai,sprint,6,7448,yes
1482,chick.ai,chick,5,7450,yes
1483,genome.ai,genome,6,7458,yes
1484,thong.ai,thong,5,7461,yes
1485,medal.ai,medal,5,7462,yes
1486,booth.ai,booth,5,7479,yes
1487,breed.ai,breed,5,7484,yes
1488,polar.ai,polar,5,7487,yes
1489,fallen.ai,fallen,6,7488,yes
1490,gather.ai,gather,6,7501,yes
1491,backed.ai,backed,6,7504,yes
1492,slight.ai,slight,6,7516,yes
1493,arrest.ai,arrest,6,7523,yes
1494,deeply.ai,deeply,6,7529,yes
1495,marina.ai,marina,6,7532,yes
1496,patio.ai,patio,5,7538,yes
1497,optics.ai,optics,6,7545,yes
1498,pursue.ai,pursue,6,7546,yes
1499,snake.ai,snake,5,7560,yes
1500,nipple.ai,nipple,6,7566,yes
1501,lonely.ai,lonely,6,7584,yes
1502,hereby.ai,hereby,6,7590,yes
1503,berry.ai,berry,5,7596,yes
1504,collar.ai,collar,6,7597,yes
1505,racial.ai,racial,6,7599,yes
1506,ought.ai,ought,5,7624,yes
1507,safely.ai,safely,6,7629,yes
1508,finite.ai,finite,6,7630,yes
1509,kidney.ai,kidney,6,7631,yes
1510,allied.ai,allied,6,7637,yes
1511,roster.ai,roster,6,7641,yes
1512,timer.ai,timer,5,7651,yes
1513,tuning.ai,tuning,6,7653,yes
1514,gotten.ai,gotten,6,7654,yes
1515,verse.ai,verse,5,7659,yes
1516,rocket.ai,rocket,6,7677,yes
1517,bullet.ai,bullet,6,7679,yes
1518,nasty.ai,nasty,5,7683,yes
1519,tumor.ai,tumor,5,7688,yes
1520,forty.ai,forty,5,7703,yes
1521,priest.ai,priest,6,7708,yes
1522,queue.ai,queue,5,7712,yes
1523,trance.ai,trance,6,7715,yes
1524,locale.ai,locale,6,7716,yes
1525,bundle.ai,bundle,6,7720,yes
1526,hammer.ai,hammer,6,7721,yes
1527,runner.ai,runner,6,7724,yes
1528,notion.ai,notion,6,7727,yes
1529,mailed.ai,mailed,6,7730,yes
1530,arctic.ai,arctic,6,7734,yes
1531,defend.ai,defend,6,7739,yes
1532,welsh.ai,welsh,5,7748,yes
1533,belly.ai,belly,5,7749,yes
1534,stolen.ai,stolen,6,7754,yes
1535,elder.ai,elder,5,7784,yes
1536,sonic.ai,sonic,5,7785,yes
1537,zoning.ai,zoning,6,7796,yes
1538,thumb.ai,thumb,5,7799,yes
1539,mighty.ai,mighty,6,7810,yes
1540,galaxy.ai,galaxy,6,7822,yes
1541,twist.ai,twist,5,7835,yes
1542,buried.ai,buried,6,7840,yes
1543,debut.ai,debut,5,7847,yes
1544,marker.ai,marker,6,7866,yes
1545,penny.ai,penny,5,7892,yes
1546,robust.ai,robust,6,7893,yes
1547,porter.ai,porter,6,7900,yes
1548,jungle.ai,jungle,6,7902,yes
1549,ivory.ai,ivory,5,7909,yes
1550,alpine.ai,alpine,6,7910,yes
1551,remix.ai,remix,5,7916,yes
1552,alias.ai,alias,5,7917,yes
1553,spice.ai,spice,5,7925,yes
1554,cooler.ai,cooler,6,7931,yes
1555,ascii.ai,ascii,5,7938,yes
1556,donor.ai,donor,5,7944,yes
1557,trash.ai,trash,5,7949,yes
1558,manor.ai,manor,5,7955,yes
1559,bailey.ai,bailey,6,7967,yes
1560,metric.ai,metric,6,7994,yes
1561,minus.ai,minus,5,7996,yes
1562,varied.ai,varied,6,8004,yes
1563,assign.ai,assign,6,8011,yes
1564,aurora.ai,aurora,6,8018,yes
1565,lender.ai,lender,6,8023,yes
1566,shade.ai,shade,5,8025,yes
1567,chorus.ai,chorus,6,8026,yes
1568,rhythm.ai,rhythm,6,8028,yes
1569,digit.ai,digit,5,8029,yes
1570,sudden.ai,sudden,6,8034,yes
1571,lyric.ai,lyric,5,8043,yes
1572,chubby.ai,chubby,6,8064,yes
1573,grave.ai,grave,5,8065,yes
1574,burner.ai,burner,6,8068,yes
1575,gentle.ai,gentle,6,8075,yes
1576,worthy.ai,worthy,6,8085,yes
1577,lobby.ai,lobby,5,8106,yes
1578,punch.ai,punch,5,8114,yes
1579,cowboy.ai,cowboy,6,8118,yes
1580,karma.ai,karma,5,8122,yes
1581,betty.ai,betty,5,8124,yes
1582,defeat.ai,defeat,6,8135,yes
1583,harper.ai,harper,6,8142,yes
1584,tenant.ai,tenant,6,8146,yes
1585,tattoo.ai,tattoo,6,8149,yes
1586,shake.ai,shake,5,8150,yes
1587,holly.ai,holly,5,8153,yes
1588,silly.ai,silly,5,8155,yes
1589,mercy.ai,mercy,5,8158,yes
1590,freely.ai,freely,6,8160,yes
1591,fence.ai,fence,5,8175,yes
1592,nudist.ai,nudist,6,8176,yes
1593,shame.ai,shame,5,8184,yes
1594,fatal.ai,fatal,5,8192,yes
1595,remedy.ai,remedy,6,8193,yes
1596,genius.ai,genius,6,8200,yes
1597,flesh.ai,flesh,5,8205,yes
1598,barely.ai,barely,6,8208,yes
1599,marble.ai,marble,6,8222,yes
1600,surrey.ai,surrey,6,8228,yes
1601,magnet.ai,magnet,6,8263,yes
1602,cayman.ai,cayman,6,8266,yes
1603,jaguar.ai,jaguar,6,8267,yes
1604,sheer.ai,sheer,5,8269,yes
1605,posing.ai,posing,6,8271,yes
1606,urgent.ai,urgent,6,8279,yes
1607,witch.ai,witch,5,8284,yes
1608,puppy.ai,puppy,5,8293,yes
1609,patrol.ai,patrol,6,8313,yes
1610,smell.ai,smell,5,8314,yes
1611,divide.ai,divide,6,8328,yes
1612,satin.ai,satin,5,8334,yes
1613,boring.ai,boring,6,8356,yes
1614,schema.ai,schema,6,8363,yes
1615,prefix.ai,prefix,6,8372,yes
1616,barrel.ai,barrel,6,8375,yes
1617,nerve.ai,nerve,5,8377,yes
1618,renew.ai,renew,5,8383,yes
1619,floppy.ai,floppy,6,8390,yes
1620,namely.ai,namely,6,8409,yes
1621,aerial.ai,aerial,6,8417,yes
1622,rebel.ai,rebel,5,8420,yes
1623,hired.ai,hired,5,8424,yes
1624,wicked.ai,wicked,6,8459,yes
1625,slope.ai,slope,5,8479,yes
1626,whats.ai,whats,5,8488,yes
1627,merit.ai,merit,5,8500,yes
1628,enzyme.ai,enzyme,6,8501,yes
1629,tackle.ai,tackle,6,8506,yes
1630,fairy.ai,fairy,5,8521,yes
1631,shaft.ai,shaft,5,8524,yes
1632,kitty.ai,kitty,5,8536,yes
1633,drain.ai,drain,5,8539,yes
1634,monte.ai,monte,5,8540,yes
1635,potato.ai,potato,6,8549,yes
1636,panic.ai,panic,5,8550,yes
1637,sticks.ai,sticks,6,8552,yes
1638,excuse.ai,excuse,6,8557,yes
1639,onion.ai,onion,5,8560,yes
1640,strand.ai,strand,6,8561,yes
1641,cheque.ai,cheque,6,8570,yes
1642,reject.ai,reject,6,8574,yes
1643,merry.ai,merry,5,8581,yes
1644,valued.ai,valued,6,8590,yes
1645,batman.ai,batman,6,8603,yes
1646,dried.ai,dried,5,8618,yes
1647,settle.ai,settle,6,8623,yes
1648,palmer.ai,palmer,6,8628,yes
1649,derby.ai,derby,5,8631,yes
1650,scenic.ai,scenic,6,8638,yes
1651,sewing.ai,sewing,6,8645,yes
1652,pillow.ai,pillow,6,8672,yes
1653,steal.ai,steal,5,8683,yes
1654,parcel.ai,parcel,6,8684,yes
1655,rolled.ai,rolled,6,8695,yes
1656,tuner.ai,tuner,5,8696,yes
1657,flavor.ai,flavor,6,8705,yes
1658,alike.ai,alike,5,8706,yes
1659,hungry.ai,hungry,6,8710,yes
1660,lesser.ai,lesser,6,8734,yes
1661,scout.ai,scout,5,8744,yes
1662,dealt.ai,dealt,5,8747,yes
1663,trader.ai,trader,6,8754,yes
1664,denial.ai,denial,6,8758,yes
1665,thrown.ai,thrown,6,8761,yes
1666,badge.ai,badge,5,8768,yes
1667,wrist.ai,wrist,5,8769,yes
1668,heath.ai,heath,5,8773,yes
1669,ballot.ai,ballot,6,8775,yes
1670,squirt.ai,squirt,6,8785,yes
1671,realm.ai,realm,5,8788,yes
1672,jenny.ai,jenny,5,8790,yes
1673,helmet.ai,helmet,6,8791,yes
1674,nickel.ai,nickel,6,8799,yes
1675,wallet.ai,wallet,6,8811,yes
1676,rouge.ai,rouge,5,8822,yes
1677,yeast.ai,yeast,5,8823,yes
1678,coated.ai,coated,6,8833,yes
1679,intend.ai,intend,6,8834,yes
1680,singh.ai,singh,5,8857,yes
1681,brook.ai,brook,5,8863,yes
1682,accent.ai,accent,6,8873,yes
1683,eleven.ai,eleven,6,8875,yes
1684,auburn.ai,auburn,6,8883,yes
1685,unlock.ai,unlock,6,8884,yes
1686,pledge.ai,pledge,6,8886,yes
1687,merger.ai,merger,6,8893,yes
1688,armor.ai,armor,5,8916,yes
1689,remark.ai,remark,6,8919,yes
1690,nudity.ai,nudity,6,8943,yes
1691,granny.ai,granny,6,8946,yes
1692,viral.ai,viral,5,8950,yes
1693,laden.ai,laden,5,8954,yes
1694,merge.ai,merge,5,8958,yes
1695,fleece.ai,fleece,6,8969,yes
1696,pierce.ai,pierce,6,8975,yes
1697,allan.ai,allan,5,8976,yes
1698,sperm.ai,sperm,5,8979,yes
1699,craps.ai,craps,5,8983,yes
1700,frost.ai,frost,5,8985,yes
1701,sally.ai,sally,5,8991,yes
1702,yacht.ai,yacht,5,8992,yes
1703,breach.ai,breach,6,9001,yes
1704,whale.ai,whale,5,9002,yes
1705,wiring.ai,wiring,6,9021,yes
1706,pastor.ai,pastor,6,9023,yes
1707,shark.ai,shark,5,9027,yes
1708,phases.ai,phases,6,9030,yes
1709,cliff.ai,cliff,5,9036,yes
1710,tract.ai,tract,5,9038,yes
1711,ballet.ai,ballet,6,9040,yes
1712,bumper.ai,bumper,6,9045,yes
1713,garlic.ai,garlic,6,9049,yes
1714,shine.ai,shine,5,9051,yes
1715,briefs.ai,briefs,6,9057,yes
1716,ozone.ai,ozone,5,9062,yes
1717,tariff.ai,tariff,6,9069,yes
1718,serum.ai,serum,5,9075,yes
1719,swift.ai,swift,5,9077,yes
1720,focal.ai,focal,5,9081,yes
1721,vagina.ai,vagina,6,9083,yes
1722,samba.ai,samba,5,9096,yes
1723,hostel.ai,hostel,6,9097,yes
1724,employ.ai,employ,6,9099,yes
1725,yearly.ai,yearly,6,9115,yes
1726,wound.ai,wound,5,9117,yes
1727,belle.ai,belle,5,9118,yes
1728,marvel.ai,marvel,6,9136,yes
1729,lined.ai,lined,5,9137,yes
1730,petite.ai,petite,6,9143,yes
1731,gossip.ai,gossip,6,9152,yes
1732,rotary.ai,rotary,6,9157,yes
1733,cubic.ai,cubic,5,9166,yes
1734,kinase.ai,kinase,6,9171,yes
1735,elect.ai,elect,5,9193,yes
1736,deadly.ai,deadly,6,9200,yes
1737,bunny.ai,bunny,5,9203,yes
1738,chevy.ai,chevy,5,9204,yes
1739,flyer.ai,flyer,5,9218,yes
1740,dosage.ai,dosage,6,9220,yes
1741,baking.ai,baking,6,9229,yes
1742,needle.ai,needle,6,9233,yes
1743,sticky.ai,sticky,6,9246,yes
1744,climb.ai,climb,5,9251,yes
1745,dover.ai,dover,5,9266,yes
1746,brutal.ai,brutal,6,9271,yes
1747,token.ai,token,5,9277,yes
1748,burke.ai,burke,5,9305,yes
1749,vertex.ai,vertex,6,9320,yes
1750,tomato.ai,tomato,6,9324,yes
1751,flush.ai,flush,5,9330,yes
1752,waiver.ai,waiver,6,9331,yes
1753,jewel.ai,jewel,5,9357,yes
1754,velvet.ai,velvet,6,9373,yes
1755,funky.ai,funky,5,9379,yes
1756,lately.ai,lately,6,9390,yes
1757,scary.ai,scary,5,9392,yes
1758,banana.ai,banana,6,9397,yes
1759,bloody.ai,bloody,6,9405,yes
1760,mixer.ai,mixer,5,9406,yes
1761,remind.ai,remind,6,9407,yes
1762,tooth.ai,tooth,5,9414,yes
1763,stays.ai,stays,5,9418,yes
1764,affair.ai,affair,6,9420,yes
1765,drove.ai,drove,5,9421,yes
1766,washer.ai,washer,6,9422,yes
1767,upset.ai,upset,5,9423,yes
1768,beside.ai,beside,6,9426,yes
1769,mines.ai,mines,5,9427,yes
1770,mentor.ai,mentor,6,9431,yes
1771,fought.ai,fought,6,9434,yes
1772,pencil.ai,pencil,6,9442,yes
1773,freeze.ai,freeze,6,9443,yes
1774,titled.ai,titled,6,9447,yes
1775,sphere.ai,sphere,6,9449,yes
1776,walnut.ai,walnut,6,9458,yes
1777,lance.ai,lance,5,9459,yes
1778,ladder.ai,ladder,6,9460,yes
1779,colon.ai,colon,5,9476,yes
1780,purse.ai,purse,5,9479,yes
1781,align.ai,align,5,9493,yes
1782,bless.ai,bless,5,9495,yes
1783,crest.ai,crest,5,9498,yes
1784,orgasm.ai,orgasm,6,9506,yes
1785,alloy.ai,alloy,5,9510,yes
1786,gently.ai,gently,6,9515,yes
1787,bloom.ai,bloom,5,9524,yes
1788,surge.ai,surge,5,9536,yes
1789,trauma.ai,trauma,6,9538,yes
1790,advert.ai,advert,6,9541,yes
1791,picnic.ai,picnic,6,9556,yes
1792,spank.ai,spank,5,9559,yes
1793,hollow.ai,hollow,6,9566,yes
1794,vault.ai,vault,5,9567,yes
1795,groove.ai,groove,6,9571,yes
1796,blake.ai,blake,5,9584,yes
1797,travis.ai,travis,6,9587,yes
1798,orbit.ai,orbit,5,9591,yes
1799,bacon.ai,bacon,5,9594,yes
1800,heater.ai,heater,6,9597,yes
1801,colony.ai,colony,6,9598,yes
1802,cannon.ai,cannon,6,9599,yes
1803,circus.ai,circus,6,9600,yes
1804,spine.ai,spine,5,9608,yes
1805,trout.ai,trout,5,9609,yes
1806,fatty.ai,fatty,5,9618,yes
1807,hunger.ai,hunger,6,9624,yes
1808,cement.ai,cement,6,9632,yes
1809,marco.ai,marco,5,9648,yes
1810,violin.ai,violin,6,9656,yes
1811,oxide.ai,oxide,5,9662,yes
1812,turtle.ai,turtle,6,9688,yes
1813,neural.ai,neural,6,9695,yes
1814,fossil.ai,fossil,6,9697,yes
1815,badly.ai,badly,5,9700,yes
1816,scoop.ai,scoop,5,9716,yes
1817,verbal.ai,verbal,6,9729,yes
1818,blink.ai,blink,5,9730,yes
1819,fuzzy.ai,fuzzy,5,9748,yes
1820,render.ai,render,6,9759,yes
1821,forge.ai,forge,5,9768,yes
1822,dense.ai,dense,5,9770,yes
1823,brave.ai,brave,5,9772,yes
1824,awful.ai,awful,5,9775,yes
1825,impose.ai,impose,6,9781,yes
1826,savage.ai,savage,6,9792,yes
1827,willow.ai,willow,6,9796,yes
1828,whore.ai,whore,5,9802,yes
1829,wagon.ai,wagon,5,9805,yes
1830,knock.ai,knock,5,9810,yes
1831,quilt.ai,quilt,5,9825,yes
1832,subtle.ai,subtle,6,9840,yes
1833,cradle.ai,cradle,6,9852,yes
1834,mambo.ai,mambo,5,9854,yes
1835,flour.ai,flour,5,9857,yes
1836,choir.ai,choir,5,9862,yes
1837,virtue.ai,virtue,6,9875,yes
1838,burst.ai,burst,5,9876,yes
1839,corpus.ai,corpus,6,9888,yes
1840,daisy.ai,daisy,5,9908,yes
1841,cursor.ai,cursor,6,9912,yes
1842,crude.ai,crude,5,9920,yes
1843,maiden.ai,maiden,6,9922,yes
1844,viking.ai,viking,6,9927,yes
1845,myrtle.ai,myrtle,6,9928,yes
1846,bother.ai,bother,6,9936,yes
1847,mating.ai,mating,6,9944,yes
1848,unwrap.ai,unwrap,6,9954,yes
1849,resist.ai,resist,6,9957,yes
1850,hoped.ai,hoped,5,9960,yes
1851,ranger.ai,ranger,6,9975,yes
1852,marsh.ai,marsh,5,9979,yes
1853,theta.ai,theta,5,9983,yes
1854,asylum.ai,asylum,6,9989,yes
1855,stake.ai,stake,5,9992,yes
1856,arbor.ai,arbor,5,9997,yes
1857,poison.ai,poison,6,10000,yes
1858,costly.ai,costly,6,10003,yes
1859,stitch.ai,stitch,6,10006,yes
1860,rifle.ai,rifle,5,10008,yes
1861,inland.ai,inland,6,10017,yes
1862,racism.ai,racism,6,10021,yes
1863,accord.ai,accord,6,10024,yes
1864,modest.ai,modest,6,10026,yes
1865,unused.ai,unused,6,10035,yes
1866,insure.ai,insure,6,10044,yes
1867,waist.ai,waist,5,10050,yes
1868,sewer.ai,sewer,5,10058,yes
1869,bosch.ai,bosch,5,10061,yes
1870,gallon.ai,gallon,6,10073,yes
1871,bitter.ai,bitter,6,10079,yes
1872,burned.ai,burned,6,10081,yes
1873,demos.ai,demos,5,10092,yes
1874,sided.ai,sided,5,10097,yes
1875,depart.ai,depart,6,10105,yes
1876,minded.ai,minded,6,10119,yes
1877,resin.ai,resin,5,10120,yes
1878,allies.ai,allies,6,10121,yes
1879,linen.ai,linen,5,10127,yes
1880,decay.ai,decay,5,10134,yes
1881,quartz.ai,quartz,6,10137,yes
1882,eighth.ai,eighth,6,10139,yes
1883,usher.ai,usher,5,10141,yes
1884,buffet.ai,buffet,6,10147,yes
1885,skate.ai,skate,5,10149,yes
1886,lynch.ai,lynch,5,10159,yes
1887,franc.ai,franc,5,10164,yes
1888,timor.ai,timor,5,10171,yes
1889,voter.ai,voter,5,10187,yes
1890,urine.ai,urine,5,10190,yes
1891,towel.ai,towel,5,10194,yes
1892,ginger.ai,ginger,6,10195,yes
1893,crying.ai,crying,6,10209,yes
1894,crane.ai,crane,5,10212,yes
1895,rotten.ai,rotten,6,10218,yes
1896,garnet.ai,garnet,6,10221,yes
1897,habit.ai,habit,5,10222,yes
1898,coupe.ai,coupe,5,10231,yes
1899,clever.ai,clever,6,10247,yes
1900,primer.ai,primer,6,10248,yes
1901,fresno.ai,fresno,6,10253,yes
1902,bypass.ai,bypass,6,10257,yes
1903,sixty.ai,sixty,5,10263,yes
1904,spark.ai,spark,5,10274,yes
1905,spike.ai,spike,5,10285,yes
1906,plated.ai,plated,6,10286,yes
1907,drawer.ai,drawer,6,10288,yes
1908,caller.ai,caller,6,10307,yes
1909,tonga.ai,tonga,5,10313,yes
1910,viable.ai,viable,6,10324,yes
1911,defect.ai,defect,6,10327,yes
1912,poorly.ai,poorly,6,10329,yes
1913,hunks.ai,hunks,5,10350,yes
1914,sedan.ai,sedan,5,10361,yes
1915,refill.ai,refill,6,10377,yes
1916,sailor.ai,sailor,6,10379,yes
1917,lining.ai,lining,6,10381,yes
1918,flora.ai,flora,5,10385,yes
1919,statue.ai,statue,6,10389,yes
1920,hardy.ai,hardy,5,10393,yes
1921,jumper.ai,jumper,6,10395,yes
1922,denim.ai,denim,5,10414,yes
1923,trophy.ai,trophy,6,10423,yes
1924,liquor.ai,liquor,6,10435,yes
1925,baked.ai,baked,5,10452,yes
1926,glove.ai,glove,5,10453,yes
1927,spinal.ai,spinal,6,10475,yes
1928,sooner.ai,sooner,6,10479,yes
1929,tenure.ai,tenure,6,10483,yes
1930,plush.ai,plush,5,10484,yes
1931,weber.ai,weber,5,10485,yes
1932,brent.ai,brent,5,10498,yes
1933,adapt.ai,adapt,5,10510,yes
1934,brett.ai,brett,5,10526,yes
1935,naming.ai,naming,6,10535,yes
1936,stern.ai,stern,5,10536,yes
1937,tutor.ai,tutor,5,10550,yes
1938,idiot.ai,idiot,5,10551,yes
1939,debit.ai,debit,5,10557,yes
1940,domino.ai,domino,6,10560,yes
1941,raven.ai,raven,5,10564,yes
1942,slice.ai,slice,5,10568,yes
1943,gambia.ai,gambia,6,10572,yes
1944,aspen.ai,aspen,5,10573,yes
1945,lemma.ai,lemma,5,10580,yes
1946,pause.ai,pause,5,10611,yes
1947,demon.ai,demon,5,10618,yes
1948,closet.ai,closet,6,10648,yes
1949,couch.ai,couch,5,10651,yes
1950,rogue.ai,rogue,5,10657,yes
1951,unfair.ai,unfair,6,10658,yes
1952,vacant.ai,vacant,6,10675,yes
1953,fixing.ai,fixing,6,10677,yes
1954,optic.ai,optic,5,10691,yes
1955,insect.ai,insect,6,10696,yes
1956,chili.ai,chili,5,10699,yes
1957,grief.ai,grief,5,10700,yes
1958,sweat.ai,sweat,5,10703,yes
1959,quake.ai,quake,5,10716,yes
1960,alley.ai,alley,5,10719,yes
1961,twain.ai,twain,5,10738,yes
1962,breeze.ai,breeze,6,10749,yes
1963,buffy.ai,buffy,5,10753,yes
1964,saddle.ai,saddle,6,10771,yes
1965,loyal.ai,loyal,5,10773,yes
1966,renal.ai,renal,5,10779,yes
1967,spite.ai,spite,5,10782,yes
1968,imply.ai,imply,5,10787,yes
1969,wholly.ai,wholly,6,10792,yes
1970,chill.ai,chill,5,10793,yes
1971,liner.ai,liner,5,10800,yes
1972,manila.ai,manila,6,10801,yes
1973,purely.ai,purely,6,10806,yes
1974,vivid.ai,vivid,5,10810,yes
1975,enroll.ai,enroll,6,10811,yes
1976,daemon.ai,daemon,6,10815,yes
1977,skull.ai,skull,5,10842,yes
1978,falcon.ai,falcon,6,10847,yes
1979,riley.ai,riley,5,10861,yes
1980,critic.ai,critic,6,10865,yes
1981,bucket.ai,bucket,6,10906,yes
1982,steak.ai,steak,5,10907,yes
1983,cobra.ai,cobra,5,10910,yes
1984,subset.ai,subset,6,10911,yes
1985,threw.ai,threw,5,10913,yes
1986,zombie.ai,zombie,6,10920,yes
1987,walsh.ai,walsh,5,10942,yes
1988,ninth.ai,ninth,5,10943,yes
1989,mutant.ai,mutant,6,10944,yes
1990,marry.ai,marry,5,10946,yes
1991,bounce.ai,bounce,6,10952,yes
1992,spiral.ai,spiral,6,10954,yes
1993,drake.ai,drake,5,10968,yes
1994,nicely.ai,nicely,6,10976,yes
1995,laurel.ai,laurel,6,10980,yes
1996,fried.ai,fried,5,10985,yes
1997,shrimp.ai,shrimp,6,10994,yes
1998,woody.ai,woody,5,11003,yes
1999,cried.ai,cried,5,11008,yes
2000,lotion.ai,lotion,6,11012,yes
2001,beaten.ai,beaten,6,11017,yes
2002,tucker.ai,tucker,6,11033,yes
2003,molly.ai,molly,5,11042,yes
2004,scream.ai,scream,6,11068,yes
2005,pirate.ai,pirate,6,11071,yes
2006,willie.ai,willie,6,11078,yes
2007,rival.ai,rival,5,11080,yes
2008,beige.ai,beige,5,11091,yes
2009,vanity.ai,vanity,6,11105,yes
2010,homer.ai,homer,5,11110,yes
2011,genus.ai,genus,5,11119,yes
2012,cutter.ai,cutter,6,11122,yes
2013,melody.ai,melody,6,11131,yes
2014,cousin.ai,cousin,6,11133,yes
2015,torque.ai,torque,6,11135,yes
2016,burial.ai,burial,6,11146,yes
2017,emerge.ai,emerge,6,11159,yes
2018,clutch.ai,clutch,6,11162,yes
2019,woven.ai,woven,5,11165,yes
2020,pedro.ai,pedro,5,11168,yes
2021,barber.ai,barber,6,11180,yes
2022,rigid.ai,rigid,5,11182,yes
2023,blown.ai,blown,5,11202,yes
2024,baton.ai,baton,5,11204,yes
2025,barton.ai,barton,6,11207,yes
2026,abbey.ai,abbey,5,11214,yes
2027,sauna.ai,sauna,5,11253,yes
2028,bowls.ai,bowls,5,11264,yes
2029,cosmic.ai,cosmic,6,11270,yes
2030,beacon.ai,beacon,6,11276,yes
2031,cruel.ai,cruel,5,11289,yes
2032,firing.ai,firing,6,11298,yes
2033,eager.ai,eager,5,11300,yes
2034,chang.ai,chang,5,11312,yes
2035,pupil.ai,pupil,5,11316,yes
2036,feast.ai,feast,5,11317,yes
2037,canton.ai,canton,6,11322,yes
2038,laying.ai,laying,6,11331,yes
2039,strive.ai,strive,6,11336,yes
2040,cooker.ai,cooker,6,11343,yes
2041,ankle.ai,ankle,5,11344,yes
2042,banker.ai,banker,6,11354,yes
2043,borrow.ai,borrow,6,11358,yes
2044,bamboo.ai,bamboo,6,11360,yes
2045,blunt.ai,blunt,5,11372,yes
2046,react.ai,react,5,11376,yes
2047,insane.ai,insane,6,11383,yes
2048,voyage.ai,voyage,6,11385,yes
2049,sketch.ai,sketch,6,11392,yes
2050,dancer.ai,dancer,6,11401,yes
2051,firmly.ai,firmly,6,11406,yes
2052,washed.ai,washed,6,11416,yes
2053,mosaic.ai,mosaic,6,11420,yes
2054,fiesta.ai,fiesta,6,11422,yes
2055,flute.ai,flute,5,11429,yes
2056,sizing.ai,sizing,6,11432,yes
2057,harsh.ai,harsh,5,11437,yes
2058,outfit.ai,outfit,6,11438,yes
2059,cease.ai,cease,5,11444,yes
2060,aboard.ai,aboard,6,11446,yes
2061,jenna.ai,jenna,5,11490,yes
2062,splash.ai,splash,6,11503,yes
2063,equip.ai,equip,5,11506,yes
2064,hedge.ai,hedge,5,11515,yes
2065,fender.ai,fender,6,11518,yes
2066,violet.ai,violet,6,11519,yes
2067,curry.ai,curry,5,11535,yes
2068,pouch.ai,pouch,5,11552,yes
2069,stripe.ai,stripe,6,11575,yes
2070,didnt.ai,didnt,5,11589,yes
2071,spoon.ai,spoon,5,11594,yes
2072,niche.ai,niche,5,11596,yes
2073,cigar.ai,cigar,5,11600,yes
2074,locker.ai,locker,6,11612,yes
2075,squash.ai,squash,6,11614,yes
2076,curse.ai,curse,5,11618,yes
2077,booked.ai,booked,6,11636,yes
2078,lumber.ai,lumber,6,11642,yes
2079,asleep.ai,asleep,6,11647,yes
2080,shout.ai,shout,5,11650,yes
2081,subway.ai,subway,6,11661,yes
2082,straw.ai,straw,5,11663,yes
2083,citrus.ai,citrus,6,11668,yes
2084,reuse.ai,reuse,5,11675,yes
2085,bakery.ai,bakery,6,11681,yes
2086,orchid.ai,orchid,6,11683,yes
2087,suede.ai,suede,5,11691,yes
2088,peach.ai,peach,5,11696,yes
2089,diaper.ai,diaper,6,11702,yes
2090,uncut.ai,uncut,5,11710,yes
2091,intact.ai,intact,6,11711,yes
2092,duplex.ai,duplex,6,11719,yes
2093,stove.ai,stove,5,11730,yes
2094,refuge.ai,refuge,6,11736,yes
2095,freak.ai,freak,5,11745,yes
2096,bluff.ai,bluff,5,11750,yes
2097,jasper.ai,jasper,6,11752,yes
2098,sadly.ai,sadly,5,11756,yes
2099,avail.ai,avail,5,11759,yes
2100,deploy.ai,deploy,6,11767,yes
2101,hatch.ai,hatch,5,11770,yes
2102,stein.ai,stein,5,11774,yes
2103,spill.ai,spill,5,11777,yes
2104,drift.ai,drift,5,11779,yes
2105,autism.ai,autism,6,11783,yes
2106,fuller.ai,fuller,6,11785,yes
2107,crisp.ai,crisp,5,11793,yes
2108,keeper.ai,keeper,6,11802,yes
2109,rookie.ai,rookie,6,11812,yes
2110,ritual.ai,ritual,6,11822,yes
